name,key_skills,salary_from,salary_to,salary_currency,area_name,published_at
Специалист по техническому сопровождению,,,600.0,USD,Москва,2004-02-04T13:35:38+0300
Старший специалист по техническому сопровождению,,,900.0,USD,Москва,2004-02-04T13:37:37+0300
Разработчик системы автоматизации,,,1100.0,USD,Москва,2004-02-04T14:02:51+0300
Менеджер по продажам,,,,,Санкт-Петербург,2004-02-04T14:31:56+0300
Специалист отдела поддержки пользователей,,,1500.0,USD,Москва,2004-02-04T15:26:24+0300
Специалист в отдел поддержки пользователей,,,1500.0,USD,Москва,2004-02-04T15:32:39+0300
Инженер технической поддержки (Network Support Engineer),,,,,Москва,2004-02-04T16:13:52+0300
МЕНЕДЖЕР ПО ТЕХНИЧЕСКИМ РЕШЕНИЯМ (TECHNICAL SALES MANAGER) - WIRELINE,,,,,Москва,2004-02-04T16:22:19+0300
"КОНСУЛЬТАНТ/ CONSULTANT,  Network Switching Systems",,,,,Москва,2004-02-04T16:27:24+0300
"КОНСУЛЬТАНТ/ CONSULTANT, GPRS/IP BACKBONE",,,,,Москва,2004-02-04T16:29:23+0300
Администратор баз данный Lotus Notes,,,,,Москва,2004-02-04T16:34:01+0300
Инженер по серверам и кластерам IBM и HP,,,,,Москва,2004-02-04T16:37:44+0300
Менеджер по работе с заказчиком/ Account Manager,,,,,Москва,2004-02-04T16:39:36+0300
Инженер по RISC-серверам,,,,,Москва,2004-02-04T16:42:16+0300
Программист-консультант,,,1100.0,USD,Москва,2004-02-04T16:44:50+0300
Инженер по СКС,,,,,Москва,2004-02-04T16:46:17+0300
Инженер по ИБП,,,,,Москва,2004-02-04T16:48:51+0300
Инженер/пре-сейл,,,,,Москва,2004-02-04T16:51:47+0300
Программист 1С,,,,,Москва,2004-02-04T16:53:46+0300
Инженер службы сервиса,,,600.0,USD,Москва,2004-02-04T16:55:06+0300
Консультант в группу BI (SAP BW),,,,,Москва,2004-02-04T17:12:47+0300
"Технолог информационных систем, инженер-проектировщик",,,,,Москва,2004-02-04T17:38:04+0300
Технический специалист в области сетевых технологий,,,900.0,USD,Москва,2004-02-04T18:04:35+0300
Руководитель проекта,,,1200.0,USD,Москва,2004-02-04T18:06:15+0300
Менеджер по продвижению программных продуктов,,,1000.0,USD,Москва,2004-02-04T18:07:33+0300
Менеджер по работе с клиентами,,,700.0,USD,Москва,2004-02-04T18:09:22+0300
Менеджер по обучению,,,,,Москва,2004-02-04T18:15:50+0300
Технический писатель,,,400.0,USD,Москва,2004-02-04T18:16:47+0300
Менеджер по обучению,,,,,Москва,2004-02-04T18:17:05+0300
Специалист в отдел расчетов с клиентами,,,,,Москва,2004-02-04T18:18:25+0300
Монтажник СКС (кабельные сети),,,600.0,USD,Москва,2004-02-04T18:20:47+0300
Ассистент в отдел по работе с малыми и средними предприятиями,,,,,Москва,2004-02-04T19:35:57+0300
"Бухгалтер, специалист по ГТД",,,,,Москва,2004-02-04T19:45:27+0300
Бухгалтер управленческого учета,,,,,Москва,2004-02-04T19:46:13+0300
"Бухгалтер на участок заработанная плата, авансовые отчеты",,,,,Москва,2004-02-04T19:47:31+0300
Экономист - специалист по бюджетированию и АХД,,,,,Москва,2004-02-04T19:48:02+0300
ВЕДУЩИЙ МЕНЕДЖЕР ПО ПРОДАЖАМ ОФИСНОГО ОБОРУДОВАНИЯ,,,,,Москва,2004-02-04T21:31:17+0300
Маркетолог,,,2500.0,USD,Москва,2004-02-05T00:00:00+0300
Technical Writer/Технический Писатель,,,1000.0,USD,Москва,2004-02-05T00:00:00+0300
Руководитель группы по тестированию программ,,,1000.0,USD,Москва,2004-02-05T00:00:00+0300
"Principal Engineer (Computer Telephony, Wireless and VoIP sphere)/",,,1800.0,USD,Москва,2004-02-05T00:00:00+0300
"Senior Engineer (Computer Telephony, Wireless, VoIP Sphere)",,,1600.0,USD,Москва,2004-02-05T00:00:00+0300
SQA / Тестер программного обеспечения,,,1100.0,USD,Москва,2004-02-05T00:00:00+0300
Тестировщик,,,900.0,USD,Москва,2004-02-05T00:00:00+0300
Менеджер по продажам (развитие серверных решений).,,,,,Москва,2004-02-05T00:00:00+0300
Менеджер по продажам цифрового фото,,,2000.0,USD,Москва,2004-02-05T00:00:00+0300
QA Engineer/Tester (auto),,,1000.0,USD,Москва,2004-02-05T00:00:00+0300
Программист,,,,,Москва,2004-02-05T00:00:00+0300
Руководитель группы сервисного обслуживания оргтехники,,,1000.0,USD,Москва,2004-02-05T09:55:51+0300
Cистемный аналитик- разработчик,,,1500.0,USD,Москва,2004-02-05T11:11:00+0300
ПРОГРАММИСТ,,,800.0,USD,Москва,2004-02-05T11:47:37+0300
ПРОГРАММИСТ C#,,,800.0,USD,Москва,2004-02-05T11:49:28+0300
Администратор проектов в техническую дирекцию,,,,,Москва,2004-02-05T12:51:24+0300
Software Engineer - developer,,,,,Москва,2004-02-05T13:19:46+0300
Менеджер абонентской службы,,,500.0,USD,Москва,2004-02-05T14:26:44+0300
Специалист по обслуживанию 1С,,,500.0,USD,Москва,2004-02-05T14:58:58+0300
Менеджер по работе с ключевыми клиентами  (KAM) в области ТЕЛЕКОММУНИКАЦИОННЫХ услуг,,,5000.0,USD,Москва,2004-02-05T16:09:11+0300
Бухгалтер-кассир,,,400.0,USD,Москва,2004-02-05T16:43:24+0300
Начальник Отдела телекоммуникационного обеспечения,,,,,Москва,2004-02-05T17:14:27+0300
МЕНЕДЖЕР ПО ЦЕНООБРАЗОВАНИЮ.,,,700.0,USD,Москва,2004-02-05T17:30:58+0300
АССИСТЕНТ МЕНЕДЖЕРА ПО ПРОДАЖАМ.,,,700.0,USD,Москва,2004-02-05T17:38:31+0300
Менеджер базы данных,,,600.0,USD,Москва,2004-02-05T20:07:51+0300
Системный администратор в управляющую холдинговую компанию (спорт).,,,600.0,USD,Москва,2004-02-05T20:15:04+0300
Консультант в отдел Pre-Sales - Украина,,,,,Украина,2004-02-06T00:00:00+0300
Software Support Specialist,,,1700.0,USD,Москва,2004-02-06T00:00:00+0300
Системный администратор / System/Network Administrator,,,1200.0,USD,Москва,2004-02-06T00:00:00+0300
Отраслевой консультант в нефтегазовый сектор (Направление: химия),,,,,Москва,2004-02-06T00:00:00+0300
Дизайнер-полиграфист,,,,,Москва,2004-02-06T00:00:00+0300
Менеджер проектов,,,2000.0,USD,Москва,2004-02-06T00:00:00+0300
Программист-разработчик бизнес-приложений (ABAP/4),,,1500.0,USD,Москва,2004-02-06T00:00:00+0300
Key Account Manager (Telecom),,,,,Москва,2004-02-06T00:00:00+0300
Key Account Manager (Industry),,,,,Москва,2004-02-06T00:00:00+0300
Системный администратор,,,900.0,USD,Москва,2004-02-06T00:00:00+0300
Service Manager Russia,,,,,Москва,2004-02-06T00:00:00+0300
Менеджер по управлению фродом Уральского региона,,,,,Екатеринбург,2004-02-06T00:00:00+0300
Инструктор в Тренинг Центр/Instructor to Training centre,,,,,Москва,2004-02-06T00:00:00+0300
.Net-программист,,,800.0,USD,Москва,2004-02-06T11:25:29+0300
Java - разработчик,,,1500.0,USD,Москва,2004-02-06T12:24:37+0300
Системный аналитик,,,,,Москва,2004-02-06T12:36:28+0300
Системный архитектор,,,,,Москва,2004-02-06T12:39:59+0300
Бизнес-аналитик,,,,,Москва,2004-02-06T12:43:48+0300
Менеджер по продажам,,,3000.0,USD,Москва,2004-02-06T12:48:19+0300
Аналитик отдела системного проектирования,,,2000.0,USD,Москва,2004-02-06T12:58:13+0300
Cпециалист по центрам хранения данных,,,,,Москва,2004-02-06T13:00:13+0300
Cпециалист по системам управления,,,1500.0,USD,Москва,2004-02-06T13:01:52+0300
Руководитель проекта (ERP системы),,,1700.0,USD,Екатеринбург,2004-02-06T13:04:01+0300
Руководитель отдела внедрения MBS-Axapta,,,3000.0,USD,Москва,2004-02-06T13:05:36+0300
Программист на АВАР,,,1400.0,USD,Москва,2004-02-06T13:07:13+0300
Аналитик-консультант,,,1200.0,USD,Москва,2004-02-06T13:09:00+0300
Инженер по технической поддержке системных платформ (г.Москва),,,1000.0,USD,Москва,2004-02-06T13:11:16+0300
Специалист по поддержке пользователей (help desk),,,1000.0,USD,Москва,2004-02-06T13:20:31+0300
ПРОГРАММИСТ С#,,,800.0,USD,Москва,2004-02-06T13:38:57+0300
Программист 1С,,,1000.0,USD,Москва,2004-02-06T14:21:12+0300
Менеджер по информационной безопасности,,,,,Москва,2004-02-06T16:39:28+0300
IT Manager,,,,,Москва,2004-02-06T16:42:42+0300
Специалист в группу поддержки пользователей,,,,,Москва,2004-02-06T16:51:21+0300
Специалист отдела поддержки пользователей,,,,,Москва,2004-02-06T16:54:20+0300
Deputy Chief Accountant,,,1800.0,USD,Москва,2004-02-06T17:39:05+0300
Старший тест-инженер (разработчик) в Отдел тестирования программных продуктов,,,,,Москва,2004-02-06T17:59:10+0300
Тест-инженер в Отдел тестирования программных продуктов,,,,,Москва,2004-02-06T18:05:34+0300
Ведущий разработчик систем интернет-статистики,,,,,Москва,2004-02-07T00:00:00+0300
OLAP-программист на Oracle,,,,,Москва,2004-02-07T00:00:00+0300
Инженер-программист,,,,,Москва,2004-02-08T00:00:00+0300
Консультант по внедрению модуля «Управление кадрами»,,,,,Москва,2004-02-08T00:00:00+0300
Программист Lotus Domino/Notes,,,,,Санкт-Петербург,2004-02-09T00:00:00+0300
Маркетолог,,,1500.0,USD,Москва,2004-02-09T00:00:00+0300
Администратор систем безопасности,,,2000.0,USD,Москва,2004-02-09T00:00:00+0300
Web-Программист (проектная работа на создание Web-Site),,,500.0,USD,Москва,2004-02-09T00:00:00+0300
"Эксперт, специалист по внедрению информационных систем",,,2500.0,USD,Москва,2004-02-09T00:00:00+0300
Специалист по развертыванию Oracle E-Business Suit,,,,,Москва,2004-02-09T00:00:00+0300
Программист 1С (г. Москва),,,,,Москва,2004-02-09T00:00:00+0300
Администратор/проектировщик информационных систем,,,,,Москва,2004-02-09T00:00:00+0300
Программист 1С,,,,,Москва,2004-02-09T00:00:00+0300
Oracle DBA,,,,,Москва,2004-02-09T00:00:00+0300
"Менеджер по продажам, менеджер по работе с ключевыми клиентами в секторе TELCO",,,1300.0,USD,Москва,2004-02-09T00:00:00+0300
Проектировщик,,,800.0,USD,Москва,2004-02-09T13:27:38+0300
Системный разработчик,,,1700.0,USD,Москва,2004-02-09T13:34:40+0300
Программист С/C++,,,500.0,USD,Москва,2004-02-09T13:35:38+0300
Консультант SAP R3 (FI модуль),,,2000.0,USD,Москва,2004-02-09T14:28:35+0300
Коммерческий аналитик,,,,,Москва,2004-02-09T15:36:25+0300
Помощник менеджера в отдел логистики,,,,,Москва,2004-02-09T19:00:31+0300
Менеджер по персоналу/ Рекрутер,,,,,Москва,2004-02-09T19:41:47+0300
Менеджер по обучению,,,,,Москва,2004-02-09T19:43:24+0300
Project Leader in Systems Programming,,,,,Москва,2004-02-10T00:00:00+0300
Account manager / Sales manager,,,,,Москва,2004-02-10T00:00:00+0300
Системный аналитик,,,,,Москва,2004-02-10T00:00:00+0300
Technical Writer,,,,,Москва,2004-02-10T00:00:00+0300
Стажер (Hot-Line IT),,,100.0,USD,Москва,2004-02-10T00:00:00+0300
Консультант по внедрению SAP BW/SEM,,,3500.0,USD,Москва,2004-02-10T00:00:00+0300
Image Processing Engineer,,,,,Москва,2004-02-10T00:00:00+0300
Системный инженер по работе с голосовыми шлюзами,,,1800.0,USD,Москва,2004-02-10T00:00:00+0300
Project Leader in Image Processing,,,,,Москва,2004-02-10T00:00:00+0300
"Technical support engineer (GSM, CDMA)",,,,,Москва,2004-02-10T00:00:00+0300
КОНСУЛЬТАНТ/HYPERION PILLAR,,,,,Москва,2004-02-10T00:00:00+0300
Ведущий менеджер по продажам,,,2000.0,USD,Москва,2004-02-10T00:00:00+0300
Менеджер в отдел маркетинга / Product manager (Multimedia),,,,,Москва,2004-02-10T00:00:00+0300
Intranet Web Site Coordinator,,,,,Нижний Новгород,2004-02-10T13:58:07+0300
Менеджер по продажам,,,3500.0,USD,Москва,2004-02-10T16:57:35+0300
Администратор APS (Advanced Planning Suite),,,,,Москва,2004-02-10T17:33:45+0300
Менеджер по сопровождению контрактов,,,,,Москва,2004-02-10T17:53:10+0300
Инженер группы коммуникаций,,,1200.0,USD,Москва,2004-02-10T17:54:07+0300
Менеджер по работе с клиентами,,,800.0,USD,Москва,2004-02-10T18:43:04+0300
Пресейл менеджер,,,1200.0,USD,Москва,2004-02-10T19:00:36+0300
Системный администратор,,,,,Москва,2004-02-10T20:42:02+0300
Ведущий проектировщик - системный архитектор интеграционных решений,,,1700.0,USD,Москва,2004-02-11T00:00:00+0300
"СПЕЦИАЛИСТ СЛУЖБЫ ВНЕДРЕНИЯ и ПОДДЕРЖКИ. Код вакансии: ""НВ-свп""",,,,,Москва,2004-02-11T00:00:00+0300
КОНСУЛЬТАНТ ПО ВНЕДРЕНИЮ HYPERION PILLAR в компанию КСЕМА,,,1500.0,USD,Москва,2004-02-11T00:00:00+0300
"Программист. Код вакансии: ""ТМ-Ко-С""",,,,,Москва,2004-02-11T00:00:00+0300
"Главный инженер проекта (слаботочные системы зданий). Код вакансии: ""Ш-ГИП""",,,2500.0,USD,Москва,2004-02-11T00:00:00+0300
Вирусный аналитик,,,300.0,USD,Москва,2004-02-11T00:00:00+0300
Computer Vision Engineer,,,,,Москва,2004-02-11T00:00:00+0300
"Системный аналитик. Код вакансии: ""Ш-аналитик""",,,,,Москва,2004-02-11T00:00:00+0300
Директор Департамента Сервиса,,,5000.0,USD,Москва,2004-02-11T12:09:45+0300
Специалист по продажам,,,500.0,USD,Москва,2004-02-11T12:28:10+0300
Менеджер по продажам,,,,,Москва,2004-02-11T13:05:55+0300
Database Manager / Chief of Data Entry Department,,,1200.0,USD,Москва,2004-02-11T13:14:50+0300
Account Manager,,,1000.0,USD,Москва,2004-02-11T13:35:46+0300
Product manager (Mobile) in Novosibirsk,,,,,Новосибирск,2004-02-11T14:51:42+0300
"Консультант SAP (модули FI, SD).",,,,,Москва,2004-02-11T15:59:15+0300
Технический специалист депозитария,,,,,Москва,2004-02-11T16:17:39+0300
Главный конструктор (Oracle),,,1400.0,USD,Москва,2004-02-11T16:28:51+0300
Тестировщик (в проект на 4 мес.),,,300.0,USD,Москва,2004-02-11T16:32:29+0300
Менеджер по региональным продажам сложных программных систем,,,2000.0,USD,Москва,2004-02-11T16:34:00+0300
JAVA-программист,,,1200.0,USD,Москва,2004-02-11T17:16:27+0300
Системный администратор,,,1800.0,USD,Москва,2004-02-11T17:23:18+0300
Региональный представитель,,,500.0,USD,Самара,2004-02-11T21:54:14+0300
"Волонтёр (добровольный помощник в общественную организацию) / Проф.применение: оператор PC, работа для студентов, секретарь, юрист, врач, менеджер)",,,,,Москва,2004-02-12T00:00:00+0300
Руководитель группы PR,,,,,Москва,2004-02-12T00:00:00+0300
IS Manager,,,,,Москва,2004-02-12T00:00:00+0300
Менеджер по продажам,,,1000.0,USD,Москва,2004-02-12T00:00:00+0300
Инженер по автоматизации производственных процессов,,,1000.0,USD,Санкт-Петербург,2004-02-12T12:09:19+0300
"Менеджер по продвижению пассивного оборудования, СКС",,,,,Москва,2004-02-12T12:19:20+0300
IBM mainframe developer,,,,,Москва,2004-02-12T12:46:56+0300
Старший аудитор информационных систем,,,,,Москва,2004-02-12T16:39:13+0300
Менеджер по продажам Интернет решений,,,800.0,USD,Москва,2004-02-12T17:04:09+0300
Менеджер проектов - строительство объектов связи,,,,,Москва,2004-02-12T17:48:54+0300
Менеджер по работе с национальными операторами,,,,,Москва,2004-02-12T17:49:32+0300
Главный специалист  службы развития новых технологий,,,,,Москва,2004-02-12T17:50:05+0300
Главный   специалист  службы развития первичной сети,,,,,Москва,2004-02-12T17:50:33+0300
Ведущий специалист по внедрению системы БОСС-Кадровик,,,,,Москва,2004-02-12T17:52:22+0300
Начальник отдела эксплуатации корпоративной сети,,,,,Москва,2004-02-12T17:54:50+0300
Системный аналитик,,,1000.0,USD,Москва,2004-02-12T18:08:12+0300
Системный администратор,,,1000.0,USD,Москва,2004-02-12T19:11:31+0300
Программист,,,,,Москва,2004-02-12T19:53:10+0300
Customer Interaction Specialist,,,,,Москва,2004-02-13T00:00:00+0300
Менеджер по продажам  ноутбуков (brand-name) в дилерский отдел (крупная компьютерная компания).,,,2000.0,USD,Москва,2004-02-13T00:00:00+0300
Менеджер по апгрейду в сервисный центр компании-производителя ноутбуков.,,,1000.0,USD,Москва,2004-02-13T00:00:00+0300
Field Engineer,,,,,Москва,2004-02-13T00:00:00+0300
Технический директор по телекоммуникационному оборудованию,,,,,Москва,2004-02-13T00:00:00+0300
Менеджер программ в промышленный сектор,,,,,Москва,2004-02-13T00:00:00+0300
Менеджер по маркетингу (аналитик),,,1500.0,USD,Москва,2004-02-13T09:45:49+0300
Технический консультант по продуктам RATIONAL,,,1500.0,USD,Москва,2004-02-13T09:47:03+0300
Менеджер по региональным продажам сложных программных систем,,,2000.0,USD,Москва,2004-02-13T09:47:46+0300
Программист-аналитик Axapta,,,1300.0,USD,Москва,2004-02-13T09:48:40+0300
Инженер по технической поддержке,,,500.0,USD,Москва,2004-02-13T15:41:26+0300
C# developer,,,1200.0,USD,Санкт-Петербург,2004-02-13T16:03:26+0300
Business Analyst/System Analyst,,,1800.0,USD,Москва,2004-02-13T16:52:32+0300
Системный администратор (старший),,,1000.0,USD,Москва,2004-02-13T17:01:54+0300
Программист в группу сборки дистрибутивов,,,,,Москва,2004-02-13T17:15:02+0300
Программист -разработчик,,,,,Москва,2004-02-13T17:19:46+0300
User Support Specialist 1С,,,1100.0,USD,Москва,2004-02-13T18:25:32+0300
Программист,,,1000.0,USD,Москва,2004-02-13T19:06:25+0300
Программист 3D графики,,,1300.0,USD,Москва,2004-02-15T00:00:00+0300
Менеджер проектных продаж (заказное ПО),,,2500.0,USD,Москва,2004-02-15T00:00:00+0300
Директор по развитию бизнеса/Business Development  Manager,,,,,Москва,2004-02-16T00:00:00+0300
Net.разработчик,,,1000.0,USD,Санкт-Петербург,2004-02-16T00:00:00+0300
Специалист по тестированию оборудования (сотовые телефоны),,,1500.0,USD,Москва,2004-02-16T00:00:00+0300
Project Leader/Engineer  in Wireless,,,,,Москва,2004-02-16T00:00:00+0300
Linux Software Engineer,,,,,Москва,2004-02-16T00:00:00+0300
System Administrator,,,1400.0,USD,Москва,2004-02-16T00:00:00+0300
SAP BW Консультант,,,5000.0,USD,Москва,2004-02-16T00:00:00+0300
SAP CS/PM Functional Consultant,,,5000.0,USD,Финляндия,2004-02-16T00:00:00+0300
Консультант по внедрению систем управления проектами,,,,,Москва,2004-02-16T00:00:00+0300
Консультант по внедрению систем автоматизированного проектирования,,,,,Москва,2004-02-16T00:00:00+0300
Специалист отдела поддержки пользователей в банк,,,,,Москва,2004-02-16T10:26:28+0300
Специалист абонентского обслуживания,,,400.0,USD,Москва,2004-02-16T12:40:40+0300
Начальник отдела корпоративных продаж,,,,,Москва,2004-02-16T12:44:42+0300
Менеджер по продажам,,,,,Москва,2004-02-16T12:46:52+0300
Руководитель проектов,,,,,Москва,2004-02-16T12:48:11+0300
Менеджер по продажам оборудования,,,,,Москва,2004-02-16T12:49:26+0300
Менеджер по работе с корпоративными клиентами,,,,,Москва,2004-02-16T12:50:21+0300
Менеджер по продажам телекоммуникационного оборудования,,,1000.0,USD,Москва,2004-02-16T12:51:32+0300
European Field Application Engineers (MH-Gen/4),,,1200.0,USD,Санкт-Петербург,2004-02-16T12:55:25+0300
Заместитель начальника отдела сетей связи,,,,,Москва,2004-02-16T12:55:53+0300
Начальник отдела сетей связи,,,,,Москва,2004-02-16T13:21:00+0300
Главный инженер проекта,,,,,Москва,2004-02-16T13:27:15+0300
Ведущий специалист отдела сетей связи,,,,,Москва,2004-02-16T13:31:22+0300
Программиста в отдел тестирования,,,1200.0,USD,Москва,2004-02-16T13:46:54+0300
Software Developer,,,,,Москва,2004-02-16T14:33:35+0300
Менеджер по продажам и работе с корпоративными клиентами (частные сети),,,1500.0,USD,Москва,2004-02-16T15:41:09+0300
ASP.разработчик,,,1000.0,USD,Санкт-Петербург,2004-02-16T16:08:20+0300
Multinational production company located in Moscow seeks Senior SAP Developer,,,,,Москва,2004-02-16T16:55:18+0300
Программист в отдел торгового оборудования,,,400.0,USD,Санкт-Петербург,2004-02-16T17:03:08+0300
IT инженер,,,600.0,USD,Москва,2004-02-16T17:22:03+0300
Аналитик программист,,,,,Москва,2004-02-16T18:21:55+0300
C/Lisp Developer,,,1000.0,USD,Москва,2004-02-16T18:58:44+0300
Инженер АТС по телефонии Definity,,,1500.0,USD,Москва,2004-02-17T00:00:00+0300
ПРОГРАММИСТ C#,,,800.0,USD,Москва,2004-02-17T00:00:00+0300
Ведущий менеджер по продажам,,,4000.0,USD,Москва,2004-02-17T00:00:00+0300
Инженер по приложениям IP телефонии (оборудование Cisco),,,1500.0,USD,Москва,2004-02-17T00:00:00+0300
Technical Marketing Engineer Senior,,,,,Нижний Новгород,2004-02-17T00:00:00+0300
Системный администратор,,,500.0,USD,Москва,2004-02-17T00:00:00+0300
Программист,,,500.0,USD,Москва,2004-02-17T00:00:00+0300
Senior Research Scientist in the Machine Learning project,,,,,Нижний Новгород,2004-02-17T00:00:00+0300
Технический менеджер в отдел сотовых телекоммуникаций,,,600.0,USD,Москва,2004-02-17T00:00:00+0300
Директор по развитию,,,,,Санкт-Петербург,2004-02-17T00:00:00+0300
CRM/Siebel consultant,,,3000.0,USD,Москва,2004-02-17T00:00:00+0300
Менеджер контрактов,,,,,Москва,2004-02-17T00:00:00+0300
Инженер по телекоммуникационному оборудованию,,,,,Москва,2004-02-17T00:00:00+0300
Специалист отдела труда и заработной платы.,,,1200.0,USD,Москва,2004-02-17T00:00:00+0300
Системный программист с опытом сетевого программирования.,,,1500.0,USD,Москва,2004-02-17T00:00:00+0300
Системный инженер,,,1200.0,USD,Москва,2004-02-17T00:00:00+0300
Менеджер по продажам (IT-консалтинг и разработка заказных систем),,,,,Москва,2004-02-17T00:00:00+0300
Консультант в области международных платежных систем и EMV.,,,,,Москва,2004-02-17T00:00:00+0300
Senior SAP MM module,,,,,Москва,2004-02-17T09:46:45+0300
"Консультант SAP R/3 (модули FI, SD)",,,,,Москва,2004-02-17T09:48:47+0300
Специалист в отдел технологических разработок банка,,,,,Москва,2004-02-17T10:25:03+0300
Специалист отдела автоматизации в банк,,,,,Москва,2004-02-17T10:25:54+0300
Инженер-инсталлятор,,,1200.0,USD,Москва,2004-02-17T11:22:31+0300
Специалист по продаже программного обеспечения,,,1200.0,USD,Москва,2004-02-17T12:10:33+0300
SAP Basis Администратор,,,1700.0,USD,Москва,2004-02-17T12:19:03+0300
SAP CO Business Analyst,,,4000.0,USD,Москва,2004-02-17T12:40:36+0300
Специалист по качеству,,,,,Москва,2004-02-17T13:32:13+0300
"Менеджер по продажам электронных компонентов в представительство крупной европейской торговой компании (Москва, Код: AFЕК)",,,,,Москва,2004-02-17T14:53:31+0300
Менеджер по продажам,,,4000.0,USD,Москва,2004-02-17T15:00:07+0300
СИСТЕМНЫЙ АНАЛИТИК.,,,1111.0,USD,Санкт-Петербург,2004-02-17T15:04:28+0300
ПРОГРАММИСТ.,,,500.0,USD,Санкт-Петербург,2004-02-17T15:07:00+0300
Client Support Senior Engineer (Job code # 270637),,,,,Нижний Новгород,2004-02-17T15:18:39+0300
Программист 1С,,,1000.0,USD,Москва,2004-02-17T16:38:32+0300
Бизнес-консультант по внедрению Navision (модули: фин. и бухучет) в IT отдел крупной компьютерной компании.,,,1000.0,USD,Москва,2004-02-17T17:14:56+0300
"Специалист по поддержке ПО. Код вакансии: ""ЛА-СП1""",,,1500.0,USD,Москва,2004-02-17T17:39:35+0300
"Специалист по поддержке ПО. Код вакансии: ""ЛА-СП2""",,,1500.0,USD,Москва,2004-02-17T17:51:32+0300
"Специалист по поддержке ПО. Код вакансии: ""ЛА-СП2""",,,1500.0,USD,Москва,2004-02-17T17:51:58+0300
"Специалист по поддержке платежных систем. Код вакансии: ""ЛА-платеж"".",,,1500.0,USD,Москва,2004-02-17T18:02:02+0300
Консультант-внедренец (ERP-система),,,1200.0,USD,Москва,2004-02-18T00:00:00+0300
Инженер-программист 1С,,,900.0,USD,Москва,2004-02-18T00:00:00+0300
Инженер отдела автоматики и АСУ ТП,,,700.0,USD,Новосибирск,2004-02-18T00:00:00+0300
Главный специалист отдела эксплуатации и технического обслуживания,,,,,Москва,2004-02-18T00:00:00+0300
Инженер отдела автоматики и АСУ ТП,,,700.0,USD,Красноярск,2004-02-18T00:00:00+0300
Аналитик,,,,,Москва,2004-02-18T00:00:00+0300
SAP PM/TORO Support Specialist,,,2400.0,USD,Москва,2004-02-18T10:44:20+0300
Oracle DBA,,,,,Москва,2004-02-18T11:50:50+0300
Системный администратор,,,1200.0,USD,Москва,2004-02-18T11:56:08+0300
Менеджер по продажам в российское представительство Sybase,,,,,Москва,2004-02-18T11:56:45+0300
Специалист группы продаж,,,,,Москва,2004-02-18T12:37:59+0300
Менеджер продаж,,,,,Москва,2004-02-18T15:35:11+0300
Администратор БД Oracle,,,2000.0,USD,Москва,2004-02-18T15:47:02+0300
Менеджер по закупкам компьютерных комплектующих ( по Москве ),,,1000.0,USD,Москва,2004-02-18T15:53:04+0300
Бизнес аналитик,,,1100.0,USD,Москва,2004-02-18T16:07:27+0300
Ассистент продакт- менеджера по продуктовой линейке ASUS,,,450.0,USD,Москва,2004-02-18T16:27:12+0300
Специалист по продвижению Notebook/PDA,,,2000.0,USD,Москва,2004-02-18T16:40:14+0300
Системный администратор,,,,,Москва,2004-02-18T16:42:58+0300
Разработчик web-систем,,,1200.0,USD,Москва,2004-02-18T17:48:51+0300
IT Specialist (help desk),,,800.0,USD,Москва,2004-02-18T17:59:25+0300
CIO,,,,,Москва,2004-02-18T18:25:47+0300
Руководитель группы беспроводных решений,,,,,Москва,2004-02-18T18:44:37+0300
Руководитель группы телефонных решений,,,,,Москва,2004-02-18T18:54:47+0300
Руководитель группы сетевых решений,,,,,Москва,2004-02-18T19:55:27+0300
Руководитель группы СВТ (средства вычислительной техники),,,,,Москва,2004-02-18T20:01:43+0300
Руководитель группы по системам управления,,,,,Москва,2004-02-18T20:07:28+0300
Администратор базы данных,,,500.0,USD,Москва,2004-02-18T20:09:05+0300
Менеджер по работе с вендорами (производителями),,,1500.0,USD,Москва,2004-02-18T20:15:03+0300
Тестер ПО,,,1000.0,USD,Санкт-Петербург,2004-02-18T22:05:43+0300
Инженер группы коммуникаций,,,1200.0,USD,Москва,2004-02-19T00:00:00+0300
Технический специалист по продуктам/технологиям Cisco Systems,,,,,Москва,2004-02-19T00:00:00+0300
Директор по маркетингу,,,5000.0,USD,Москва,2004-02-19T10:34:24+0300
Менеджер по развитию бизнеса,,,3000.0,USD,Москва,2004-02-19T15:41:57+0300
Консультант по управленческому учету,,,1200.0,USD,Москва,2004-02-19T15:44:00+0300
"Специалист по SAP R/3 (FI, CO)",,,1600.0,USD,Москва,2004-02-19T16:42:09+0300
Инженер в службу проектирования и строительства сетей,,,,,Москва,2004-02-19T17:05:04+0300
Менеджер по региональному маркетингу,,,,,Москва,2004-02-19T17:15:01+0300
"Программист, системный администратор",,,800.0,USD,Москва,2004-02-19T17:36:39+0300
Помощник менеджера по работе с ключевыми клиентами,,,,,Москва,2004-02-19T18:02:33+0300
Тестировщик,,,,,Москва,2004-02-19T18:03:36+0300
"Программист.Код вакансии ""НВ-прогр""",,,,,Москва,2004-02-20T00:00:00+0300
Инженер-проектировщик (Сети Связи и Передачи Информации),,,850.0,USD,Москва,2004-02-20T00:00:00+0300
Инженер тестирования,,,,,Москва,2004-02-20T00:00:00+0300
"Менеджер по продажам ERP-решений. Код вакансии: ""НВ-ERP""",,,1200.0,USD,Москва,2004-02-20T00:00:00+0300
